child_qid	child_label	n_parents	clusters	proposed_parents	unresolved	reason
Q87533	 Kung  	3	[Q57987 'of Eastern Chou' = Q87543 'of Eastern Chou'] ; [Q87545 'Q87545']	Q57987,Q87545	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q57987+Q87543: identical label 'of Eastern Chou'. The two survivors are one male and one female, as a biological parent pair should be
Q87535	 Kung  	3	[Q57183 'Ji'] ; [Q87547 'Q87547'] ; [Q87549 'Ji']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q87727	Ji Li , 39  Ji 	3	[Q6605 'King Tai of Zhou'] ; [Q87737 'Gu Gong Dan Fu Ji'] ; [Q87739 'Jiang']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q87821	 	3	[Q6453 'Emperor Ku' = Q87823 'Emperor Ku descendant of the Yellow Emperor'] ; [Q87825 'Yuan']	Q6453,Q87825	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q6453+Q87823: same given name and every surname token matches as a spelling variant ('Emperor Ku' / 'Emperor Ku descendant of the Yellow Emperor'). The two survivors are one male and one female, as a biological parent pair should be
Q87896	Adda (or Addoi) daughter of Bustenai	3	[Q86519 'Adoa bat Assad'] ; [Q87872 'Bustanai'] ; [Q90684 'The Priest Rafa']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q87906	"Mar Sutra I ""Guriya""  ben Mar Zutra III"	3	[Q68341 'unknown bint al-Rabi' al-Huqayq al-Nadir'] ; [Q87880 'bint al-Rabi' al-Huqayq al-Nadir'] ; [Q90759 'Mar Sutra II (Sa'adya) ben Mar Tsutra I']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q88032	Nechemya  ben Magis	3	"[Q88006 'Haninai ""Magis \ Majus"" Majus"" ?ben Mar Sutra II'] ; [Q90821 'Haninai ""Magis\Majus"" ben Mar Sutra II'] ; [Q90845 'bat Al Palestin bat Abaye haKohen Gaon']"		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q88144	David Avraham  ben Hazub	3	[Q88096 'Ben Yosef'] ; [Q88216 'Judith Bat Zemah ben Paltoi Kohen Sedeq Gaon de Pumbeditha bat Zemah ben Paltoi Kohen Sedeq Gaon of Pumbeditha'] ; [Q90849 'bat Zemah ben Paltoi Kohen Sedeq']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q88146	"Abu Zakkai ""Yehudah""  ben David"	3	[Q88096 'Ben Yosef'] ; [Q88216 'Judith Bat Zemah ben Paltoi Kohen Sedeq Gaon de Pumbeditha bat Zemah ben Paltoi Kohen Sedeq Gaon of Pumbeditha'] ; [Q90849 'bat Zemah ben Paltoi Kohen Sedeq']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q88184	Avin ben Eliyahu	3	[Q88136 'son of Hanina'] ; [Q90873 'Eliyahu ben Menahem Ha-Zaken' = Q99125 'Eliyahu haZaken']	Q88136,Q99125	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q90873+Q99125: same given name and every surname token matches as a spelling variant ('Eliyahu ben Menahem Ha-Zaken' / 'Eliyahu haZaken'). The two survivors are one male and one female, as a biological parent pair should be
Q88248	Yehuda ben Yosef  ibn Ezra Ibn Shaprut	3	[Q88172 'Abu Yusuf Yehuda (Hasday\Hasadya) Hasadya) ?ben Yitzhak ben Ezra ibn Shaprut'] ; [Q90867 'Hasdai ben Yitzhak ben Ezra Ibn Shaprut'] ; [Q90904 'unknown']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q88250	Yitzhak ben Hasdai  ibn Ezra ibn Shaprut	3	[Q88172 'Abu Yusuf Yehuda (Hasday\Hasadya) Hasadya) ?ben Yitzhak ben Ezra ibn Shaprut'] ; [Q90867 'Hasdai ben Yitzhak ben Ezra Ibn Shaprut'] ; [Q90904 'unknown']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q88448	Sitt al-Muna  bat Nathan	3	[Q88370 'Sitt bat Abu Yosef Yakob ben Amram ibn Mar Sahl al-Nag'hdilah'] ; [Q88374 'Abu Ishaq Abraham ben Nathan'] ; [Q90976 'Sitt bat Abu Yosef Yakob ben Amram ibn Mar Sa']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q88454	Esther  bat Sahlan ben Abraham	3	[Q88380 'Esther bat Yosef ben 'Amram haDayyan al-Sijilmasa' = Q90982 'Esther bat Yosef ben 'Amram haDayyan al-Sijilma'] ; [Q91024 'Alluf Abu Amr Sahlan ben Abraham']	Q90982,Q91024	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q88380+Q90982: labels 98% identical, same given name ('Esther bat Yosef ben 'Amram haDayyan al-Sijilmasa' / 'Esther bat Yosef ben 'Amram haDayyan al-Sijilma'). The two survivors are one male and one female, as a biological parent pair should be
Q88604	"David ""Ya'ish"" ibn Hiyya"	3	"[Q88526 'Mansukha ben Nissim Nagid'] ; [Q88532 'Yehudah Hayy ""Yahya"" ben Hiyya'] ; [Q88536 'Hiyya HaNasi']"		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q88606	Shmuel  ben Yehudah	3	"[Q88526 'Mansukha ben Nissim Nagid'] ; [Q88532 'Yehudah Hayy ""Yahya"" ben Hiyya'] ; [Q88536 'Hiyya HaNasi']"		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q88630	Avraham II  ben Ezra. HaLevi	3	[Q88550 'Ezra ben Mevorakh'] ; [Q88650 'bat Shlomo ben Masliah haKohen, Gaon of Palestine Yeshiva of Damascus'] ; [Q91112 '???? bat Shlomo ben Masliah haKohen, Gaon of']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q88644	Shmuel  Abravanel	3	[Q88566 'bat Abu Ibrahim Yitzhak ben Ya'qob ibn Ezra'] ; [Q88628 'Abu Ya'qub' Yitzhak Ohev ben Me'ir ibn Muhajir'] ; [Q91098 'unknown bat Abu Ibrahim Yitzhak ben Ya'qob ibn E']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q88646	????  Daughter of Isaac ibn Muhajir	3	[Q88566 'bat Abu Ibrahim Yitzhak ben Ya'qob ibn Ezra'] ; [Q88628 'Abu Ya'qub' Yitzhak Ohev ben Me'ir ibn Muhajir'] ; [Q91098 'unknown bat Abu Ibrahim Yitzhak ben Ya'qob ibn E']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q88827	Perfet Nasi	3	[Q88741 'unknown Bat bat Zerachiah HaLevi'] ; [Q88978 'Vidal Avraham de Saporta'] ; [Q91240 'Don Abraham Afaquim Beneviste']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q89371	Gonzalo  Garcia de Santa Maria	3	[Q89215 'Beatriz de la Caballeria'] ; [Q89309 'Tomas Garcia de Santa Maria (Todroz Benveniste)' = Q91378 'Tomas Garcia de Santa Maria (Todroz Benveniste']	Q89215,Q91378	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q89309+Q91378: labels 99% identical, same given name ('Tomas Garcia de Santa Maria (Todroz Benveniste)' / 'Tomas Garcia de Santa Maria (Todroz Benveniste'). The two survivors are one male and one female, as a biological parent pair should be
Q89491	Alonzo  Gutierrez de La Caballeria	3	"[Q89327 'Catalina De la Caballeria De la Cabra'] ; [Q89369 'Martin (Min\ Mene) ""Men"" Mene) ""Men"" ?Gutierrez' = Q91406 'Martin ""Men"" Gutierrez']"	Q89327,Q91406	no	"3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q89369+Q91406: same given name and every surname token matches as a spelling variant ('Martin (Min\ Mene) ""Men"" Mene) ""Men"" ?Gutierrez' / 'Martin ""Men"" Gutierrez'). The two survivors are one male and one female, as a biological parent pair should be"
Q89493	Gonzalo  Gutierrez de la Caballeria	3	"[Q89327 'Catalina De la Caballeria De la Cabra'] ; [Q89369 'Martin (Min\ Mene) ""Men"" Mene) ""Men"" ?Gutierrez' = Q91406 'Martin ""Men"" Gutierrez']"	Q89327,Q91406	no	"3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q89369+Q91406: same given name and every surname token matches as a spelling variant ('Martin (Min\ Mene) ""Men"" Mene) ""Men"" ?Gutierrez' / 'Martin ""Men"" Gutierrez'). The two survivors are one male and one female, as a biological parent pair should be"
Q89495	Pedro  Gutierrez de la Cavalleria	3	"[Q89327 'Catalina De la Caballeria De la Cabra'] ; [Q89369 'Martin (Min\ Mene) ""Men"" Mene) ""Men"" ?Gutierrez' = Q91406 'Martin ""Men"" Gutierrez']"	Q89327,Q91406	no	"3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q89369+Q91406: same given name and every surname token matches as a spelling variant ('Martin (Min\ Mene) ""Men"" Mene) ""Men"" ?Gutierrez' / 'Martin ""Men"" Gutierrez'). The two survivors are one male and one female, as a biological parent pair should be"
Q89497	Diego  Gutierrez de la Cavalleria	3	"[Q89327 'Catalina De la Caballeria De la Cabra'] ; [Q89369 'Martin (Min\ Mene) ""Men"" Mene) ""Men"" ?Gutierrez' = Q91406 'Martin ""Men"" Gutierrez']"	Q89327,Q91406	no	"3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q89369+Q91406: same given name and every surname token matches as a spelling variant ('Martin (Min\ Mene) ""Men"" Mene) ""Men"" ?Gutierrez' / 'Martin ""Men"" Gutierrez'). The two survivors are one male and one female, as a biological parent pair should be"
Q89498	Rodrigo  Gutierrez	3	"[Q89327 'Catalina De la Caballeria De la Cabra'] ; [Q89369 'Martin (Min\ Mene) ""Men"" Mene) ""Men"" ?Gutierrez' = Q91406 'Martin ""Men"" Gutierrez']"	Q89327,Q91406	no	"3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q89369+Q91406: same given name and every surname token matches as a spelling variant ('Martin (Min\ Mene) ""Men"" Mene) ""Men"" ?Gutierrez' / 'Martin ""Men"" Gutierrez'). The two survivors are one male and one female, as a biological parent pair should be"
Q89540	Teresa  Rodriguez de Maluenda	3	[Q89353 'Gonzalo'] ; [Q91458 'Maria'] ; [Q91460 'Leonor Rodriguez']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q89570	N.  de la Cavalleria	3	[Q89373 'Alonso de la Caballeria'] ; [Q91494 'Isabel de Aro'] ; [Q91496 'Francisca de Resendi']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q89777	Lope  Perez de Maluenda	3	[Q89544 'Juana Alvar Rodriguez Maluenda y Ruiz' = Q91464 'Juana Rodriguez de Maluenda'] ; [Q91596 'Diego Alonso de Burgos']	Q91464,Q91596	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q89544+Q91464: same given name and every surname token matches as a spelling variant ('Juana Alvar Rodriguez Maluenda y Ruiz' / 'Juana Rodriguez de Maluenda'). The two survivors are one male and one female, as a biological parent pair should be
